name,district,mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside
Афанасьев Сергей Иванович,Богородское,1,1370,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Васильев Алексей Алексеевич,Богородское,1,884,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Васильев Михаил Сергеевич,Богородское,1,372,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Волков Егор Николаевич,Богородское,1,947,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Воловик Константин Ефимович,Богородское,1,1223,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Галкин Александр Андреевич,Богородское,1,226,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Гурциев Виталий Джумберович,Богородское,1,173,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Ерохин Владимир Петрович,Богородское,1,890,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Иванова Елена Николаевна,Богородское,1,354,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Крещенская Татьяна Леонидовна,Богородское,1,987,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Левин Станислав Леонидович,Богородское,1,126,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Мокрицын Дмитрий Андреевич,Богородское,1,977,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Орехов Павел Николаевич,Богородское,1,305,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Разумова Татьяна Евгеньевна,Богородское,1,134,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Саулина Ольга Леонидовна,Богородское,1,137,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Силаева Людмила Викторовна,Богородское,1,1118,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Сиротский Алексей Александрович,Богородское,1,429,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Смоленская Юлия Александровна,Богородское,1,1142,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Фролов Александр Александрович,Богородское,1,136,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Юрченко Егор Михайлович,Богородское,1,1000,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Яшин Игорь Васильевич,Богородское,1,566,21306,3387,4,111,16.43668450201821,0.018774054257016802,0.5209800056322162
Алиев Мариф Ариф оглы,Богородское,2,143,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Андержанов Надир Абдулкадерович,Богородское,2,111,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Аристов Иван Александрович,Богородское,2,1128,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Аширов Денис Валерьевич,Богородское,2,898,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Белов Даниил Романович,Богородское,2,157,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Воробьев Андрей Игоревич,Богородское,2,1114,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Гончаров Олег Викторович,Богородское,2,309,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Киндлер Яна Владимировна,Богородское,2,138,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Клюев Олег Александрович,Богородское,2,312,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Коновалова Екатерина Александровна,Богородское,2,1216,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Крылов Станислав Сергеевич,Богородское,2,964,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Ларионова Антонина Михайловна,Богородское,2,460,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Мещеряков Михаил Алексеевич,Богородское,2,175,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Муравская Юлия Сергеевна,Богородское,2,1349,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Ничемержин Андрей Владимирович,Богородское,2,1295,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Омельяненко Алексей Алексеевич,Богородское,2,1122,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Орехова Мария Александровна,Богородское,2,258,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Перминов Владимир Владимирович,Богородское,2,118,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Потапов Александр Валентинович,Богородское,2,183,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Степаненкова Галина Михайловна,Богородское,2,271,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Сухова Вера Николаевна,Богородское,2,1010,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Халезов Иван Александрович,Богородское,2,1270,22047,3423,29,124,16.219893863110627,0.13153717059010298,0.5624347983852679
Алексеева Елена Павловна,Богородское,3,214,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Богачев Александр Бюлентович,Богородское,3,422,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Вавилова Виктория Викторовна,Богородское,3,666,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Гамбурцев Святослав Даниелович,Богородское,3,500,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Гордина Ольга Андреевна,Богородское,3,1287,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Иванова Анна Кирилловна,Богородское,3,1118,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Казаковская Юлия Борисовна,Богородское,3,998,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Крейдич Виктор Юрьевич,Богородское,3,936,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Панков Дмитрий Валерьевич,Богородское,3,623,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Петухова Елена Петровна,Богородское,3,158,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Пильский Андрей Владимирович,Богородское,3,279,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Тельманова Маргарита Владимировна,Богородское,3,1133,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Филимоненко Илья Анатольевич,Богородское,3,329,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Филиппов Анатолий Иванович,Богородское,3,301,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Хавин Олег Юрьевич,Богородское,3,222,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Хамзина Елена Николаевна,Богородское,3,148,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Цивилева Лариса Николаевна,Богородское,3,886,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Шустров Евгений Владимирович,Богородское,3,993,21181,2991,14,84,14.583825126292432,0.0660969737028469,0.39658184221708137
Белова Мария Михайловна,Вешняки,1,408,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Винокурова Надежда Ивановна,Вешняки,1,279,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Глазкова Надежда Александровна,Вешняки,1,1147,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Гришин Алексей Анатольевич,Вешняки,1,298,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Зуева Наталья Андреевна,Вешняки,1,1128,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Иващенко Евгений Николаевич,Вешняки,1,257,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Казаков Александр Владимирович,Вешняки,1,161,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Каргашин Юрий Дмитриевич,Вешняки,1,523,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Кононова Ирина Владимировна,Вешняки,1,250,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Кругляков Константин Михайлович,Вешняки,1,1543,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Куликов Алексей Юрьевич,Вешняки,1,609,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Куликов Дмитрий Сергеевич,Вешняки,1,182,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Маслова Дарья Владимировна,Вешняки,1,1238,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Миронов Иван Олегович,Вешняки,1,427,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Никитин Евгений Александрович,Вешняки,1,129,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Петренко Виктория Александровна,Вешняки,1,312,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Савидов Андрей Николаевич,Вешняки,1,1065,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Сазонов Вячеслав Юрьевич,Вешняки,1,266,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Сидякина Екатерина Николаевна,Вешняки,1,465,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Тейванов Александр Михайлович,Вешняки,1,205,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Фролкин Александр Павлович,Вешняки,1,183,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Ханин Николай Александрович,Вешняки,1,520,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Ядрикова Ольга Вячеславовна,Вешняки,1,655,24504,3280,4,265,14.483349657198824,0.01632386549134835,1.0814560888018283
Абрамов Игорь Сергеевич,Вешняки,2,464,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Акмалов Руслан Рамилевич,Вешняки,2,463,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Афанасьев Василий Павлович,Вешняки,2,619,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Бабаев Андрей Владимирович,Вешняки,2,909,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Баканина Татьяна Эдуардовна,Вешняки,2,281,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Баландин Александр Иванович,Вешняки,2,215,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Бобринский Андрей Алексеевич,Вешняки,2,360,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Букреев Виктор Васильевич,Вешняки,2,176,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Гнитиенко Андрей Владимирович,Вешняки,2,263,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Качковский Александр Константинович,Вешняки,2,474,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Кикория Гиви Леварсович,Вешняки,2,161,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Кудинова Ольга Александровна,Вешняки,2,1539,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Мартынов Павел Игоревич,Вешняки,2,126,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Марчуков Василий Викторович,Вешняки,2,311,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Мишкеева Элина Александровна,Вешняки,2,300,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Мурынина Ирина Викторовна,Вешняки,2,1501,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Самсонов Никита Михайлович,Вешняки,2,161,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Смирнов Андрей Олегович,Вешняки,2,629,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Старшинов Максим Валерьевич,Вешняки,2,454,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Стельмахова Александра Викторовна,Вешняки,2,385,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Студенцов Станислав Андреевич,Вешняки,2,160,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Субботин Евгений Никитович,Вешняки,2,448,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Титов Валерий Олегович,Вешняки,2,1335,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Филипенков Виталий Владимирович,Вешняки,2,1254,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Хавронина Ирина Петровна,Вешняки,2,537,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Хайкина Татьяна Васильевна,Вешняки,2,1626,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Шагвалеев Руслан Маратович,Вешняки,2,308,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Шереметьев Олег Михайлович,Вешняки,2,440,24485,3821,23,378,17.243210128650194,0.09393506228303043,1.5438023279558915
Баринова Нонна Автандиловна,Вешняки,3,1250,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Башнин Андрей Алексеевич,Вешняки,3,125,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Борисов Эдуард Леонидович,Вешняки,3,364,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Верников Богдан Витальевич,Вешняки,3,120,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Ганиев Хабибулла Габдуллович,Вешняки,3,1040,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Гентер Евгений Золтанович,Вешняки,3,69,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Димитриев Виталий Николаевич,Вешняки,3,749,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Иванов Дмитрий Михайлович,Вешняки,3,848,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Кац Елена Леонидовна,Вешняки,3,1295,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
Колобов Юрий Васильевич,Вешняки,3,229,24595,3805,11,206,16.35291725960561,0.0447245375076235,0.8375686115064037
